date,magnitude,latitude,longitude,depth,location
8/7/2016,4,26.903199999999998,-112.04900000000001,30.199999999999999,"53 km al SURESTE de SANTA ROSALIA, BCS"
8/7/2016,4,16.911000000000001,-94.278000000000006,131.59999999999999,"64 km al NOROESTE de CINTALAPA, CHIS"
8/7/2016,4,15.5425,-93.316999999999993,103.8,"20 km al SUROESTE de PIJIJIAPAN, CHIS"
8/7/2016,4,26.991700000000002,-108.271,2,"72 km al NORESTE de EL FUERTE, SIN"
8/7/2016,4,15.767200000000001,-92.609300000000005,211.80000000000001,"47 km al NORESTE de MAPASTEPEC, CHIS"
8/7/2016,4,15.0992,-94.426199999999994,16,"131 km al SUROESTE de TONALA, CHIS"
8/8/2016,4.0999999999999996,15.269299999999999,-93.1785,84.299999999999997,"36 km al SUROESTE de MAPASTEPEC, CHIS"
8/8/2016,4.0999999999999996,16.579999999999998,-98.478300000000004,28.199999999999999,"14 km al SUROESTE de OMETEPEC, GRO"
8/8/2016,4,16.599499999999999,-98.406700000000001,5.5999999999999996,"9 km al SUR de OMETEPEC, GRO"
8/9/2016,4,16.028199999999998,-98.886200000000002,5,"89 km al SUROESTE de OMETEPEC, GRO"
8/9/2016,4,15.717499999999999,-93.319000000000003,103,"12 km al NOROESTE de PIJIJIAPAN, CHIS"
8/9/2016,4,17.799499999999998,-100.345,56.399999999999999,"57 km al SUR de ARCELIA, GRO"
8/10/2016,4.0999999999999996,18.168800000000001,-101.65900000000001,64.5,"59 km al NORTE de ZIHUATANEJO, GRO"
8/10/2016,4,16.675999999999998,-95.475999999999999,59.700000000000003,"42 km al NOROESTE de CD IXTEPEC, OAX"
8/10/2016,4,16.628799999999998,-95.361199999999997,30,"29 km al OESTE de CD IXTEPEC, OAX"
8/11/2016,4.9000000000000004,16.141500000000001,-99.234700000000004,10.9,"74 km al SUR de SAN MARCOS, GRO"
8/11/2016,4.7000000000000002,16.133500000000002,-99.225999999999999,18.699999999999999,"75 km al SUR de SAN MARCOS, GRO"
8/11/2016,4.5999999999999996,18.240500000000001,-103.503,5,"69 km al SUROESTE de COALCOMAN, MICH"
8/11/2016,4.5999999999999996,16.949300000000001,-95.052700000000002,100.3,"9 km al NORTE de MATIAS ROMERO, OAX"
8/11/2016,4.5,14.278700000000001,-93.869200000000006,15.9,"166 km al SUROESTE de MAPASTEPEC, CHIS"
8/11/2016,4.2000000000000002,16.368500000000001,-95.216200000000001,63.899999999999999,"5 km al NORTE de S BLAS ATEMPA, OAX"
8/11/2016,4.0999999999999996,15.468299999999999,-96.868300000000005,27.699999999999999,"48 km al SURESTE de PUERTO ESCONDIDO, OAX"
8/11/2016,4.0999999999999996,15.569800000000001,-96.812700000000007,6.5999999999999996,"42 km al SUROESTE de S PEDRO POCHUTLA, OAX"
8/11/2016,4.0999999999999996,14.743,-94.450199999999995,17.800000000000001,"166 km al SUROESTE de TONALA, CHIS"
8/11/2016,4,17.574200000000001,-94.713200000000001,145.09999999999999,"43 km al SURESTE de SAYULA DE ALEMAN, VER"
8/11/2016,4,16.628299999999999,-95.375200000000007,8,"30 km al OESTE de CD IXTEPEC, OAX"
8/11/2016,4,17.4572,-94.352999999999994,141.30000000000001,"57 km al SUROESTE de LAS CHOAPAS, VER"
8/12/2016,4.2999999999999998,26.879000000000001,-112.04900000000001,5,"55 km al SURESTE de SANTA ROSALIA, BCS"
8/12/2016,4.2000000000000002,16.727,-94.871499999999997,106,"24 km al SURESTE de MATIAS ROMERO, OAX"
8/12/2016,4.0999999999999996,15.2912,-97.474299999999999,16.100000000000001,"77 km al SUROESTE de PUERTO ESCONDIDO, OAX"
8/12/2016,4.0999999999999996,17.706,-102.06399999999999,10,"32 km al SURESTE de CD LAZARO CARDENAS, MICH"
8/12/2016,4,16.2212,-99.302199999999999,5,"64 km al SUR de SAN MARCOS, GRO"
8/13/2016,4.5,16.046800000000001,-98.823700000000002,17.300000000000001,"83 km al SUROESTE de OMETEPEC, GRO"
8/13/2016,4,17.075800000000001,-101.288,25.399999999999999,"51 km al SUR de PETATLAN, GRO"
8/13/2016,4,16.539000000000001,-99.215800000000002,5,"34 km al SURESTE de SAN MARCOS, GRO"
8/14/2016,4.5,16.633199999999999,-95.778800000000004,76.5,"67 km al NOROESTE de TEHUANTEPEC, OAX"
8/14/2016,4,15.3217,-92.099000000000004,177.30000000000001,"17 km al SURESTE de MOTOZINTLA, CHIS"
8/14/2016,4,17.9543,-95.778800000000004,105,"20 km al SURESTE de LOMA BONITA, OAX"
8/14/2016,4,17.6433,-94.666700000000006,162.09999999999999,"36 km al SUR de JALTIPAN DE MORELOS, VER"
8/14/2016,4,24.1633,-98.712999999999994,10,"65 km al NORESTE de CD VICTORIA, TAMS"
8/15/2016,4.2999999999999998,30.604500000000002,-114.248,10,"73 km al SURESTE de SAN FELIPE, BC"
8/15/2016,4.2000000000000002,15.119300000000001,-93.7363,102,"84 km al SUROESTE de PIJIJIAPAN, CHIS"
8/15/2016,4.2000000000000002,16.917999999999999,-99.750799999999998,21.699999999999999,"16 km al NORESTE de ACAPULCO, GRO"
8/15/2016,4.0999999999999996,17.172799999999999,-100.175,42.799999999999997,"21 km al NOROESTE de COYUCA DE BENITEZ, GRO"
8/15/2016,4,17.437799999999999,-94.873999999999995,129.40000000000001,"50 km al SUR de SAYULA DE ALEMAN, VER"
8/17/2016,4.2999999999999998,15.707800000000001,-96.369299999999996,38,"11 km al SURESTE de S PEDRO POCHUTLA, OAX"
8/17/2016,4,14.496499999999999,-93.091800000000006,20,"98 km al SUROESTE de HUIXTLA, CHIS"
8/17/2016,4,18.485199999999999,-92.931700000000006,2.1000000000000001,"31 km al OESTE de FRONTERA, TAB"
8/17/2016,4,16.042200000000001,-98.842799999999997,17.399999999999999,"85 km al SUROESTE de OMETEPEC, GRO"
8/18/2016,4.5,16.357299999999999,-98.212999999999994,17.5,"17 km al OESTE de PINOTEPA NACIONAL, OAX"
8/18/2016,4,14.5068,-92.909000000000006,26.399999999999999,"83 km al SUROESTE de TAPACHULA, CHIS"
8/18/2016,4,19.6083,-104.289,87.5,"15 km al ESTE de CASIMIRO CASTILLO, JAL"
8/18/2016,4,15.4373,-95.768799999999999,3.1000000000000001,"54 km al SURESTE de CRUCECITA, OAX"
8/18/2016,4,14.0245,-93.194199999999995,17.300000000000001,"134 km al SUROESTE de CD HIDALGO, CHIS"
8/19/2016,4.0999999999999996,18.1203,-103.312,5,"74 km al SUR de COALCOMAN, MICH"
8/19/2016,4,16.159500000000001,-93.919700000000006,108.59999999999999,"9 km al SUROESTE de ARRIAGA , CHIS"
8/20/2016,4.4000000000000004,14.1653,-92.343199999999996,76.700000000000003,"60 km al SUROESTE de CD HIDALGO, CHIS"
8/20/2016,4.4000000000000004,16.036200000000001,-98.862799999999993,10.5,"87 km al SUROESTE de OMETEPEC, GRO"
8/20/2016,4.0999999999999996,17.174700000000001,-94.8703,125.2,"38 km al NORESTE de MATIAS ROMERO, OAX"
8/20/2016,4,24.803999999999998,-108.753,15,"90 km al SUROESTE de GUASAVE, SIN"
8/20/2016,4,16.018000000000001,-98.826499999999996,16.399999999999999,"86 km al SUROESTE de OMETEPEC, GRO"
8/21/2016,4.2000000000000002,17.033999999999999,-101.202,16.100000000000001,"56 km al SUR de PETATLAN, GRO"
8/21/2016,4,16.974499999999999,-95.2637,99,"26 km al NOROESTE de MATIAS ROMERO, OAX"
8/21/2016,4,15.105700000000001,-94.072999999999993,16.100000000000001,"113 km al SUROESTE de PIJIJIAPAN, CHIS"
8/22/2016,5,15.841799999999999,-93.402199999999993,108.09999999999999,"27 km al NOROESTE de PIJIJIAPAN, CHIS"
8/22/2016,4,21.2118,-104.09099999999999,5,"35 km al NORESTE de IXTLAN DEL RIO, NAY"
8/22/2016,4,17.079999999999998,-101.157,16.100000000000001,"52 km al SUR de PETATLAN, GRO"
8/23/2016,4.2000000000000002,14.7593,-94.480000000000004,10,"166 km al SUROESTE de TONALA, CHIS"
8/23/2016,4.2000000000000002,19.495000000000001,-110.217,10,"377 km al SUR de CABO SAN LUCAS, BCS"
8/23/2016,4,17.2607,-100.84,33.799999999999997,"23 km al OESTE de TECPAN, GRO"
8/23/2016,4,15.9702,-98.445700000000002,16.300000000000001,"59 km al SUROESTE de PINOTEPA NACIONAL, OAX"
8/23/2016,4,15.300700000000001,-94.3202,30.100000000000001,"106 km al SUROESTE de TONALA, CHIS"
8/24/2016,4,15.747299999999999,-95.173199999999994,23.600000000000001,"48 km al SUR de SALINA CRUZ, OAX"
8/24/2016,4,18.034800000000001,-105.83199999999999,10,"189 km al SUROESTE de CIHUATLAN, JAL"
8/25/2016,4.7000000000000002,15.7965,-93.416300000000007,109,"25 km al NOROESTE de PIJIJIAPAN, CHIS"
8/25/2016,4,16.312200000000001,-97.998699999999999,20,"7 km al SURESTE de PINOTEPA NACIONAL, OAX"
8/26/2016,4.7999999999999998,19.752500000000001,-95.385499999999993,23.699999999999999,"100 km al NORESTE de VERACRUZ, VER"
8/26/2016,4.0999999999999996,17.247699999999998,-94.907799999999995,133.30000000000001,"44 km al NORESTE de MATIAS ROMERO, OAX"
8/26/2016,4.0999999999999996,17.688800000000001,-94.776499999999999,44.899999999999999,"29 km al SURESTE de SAYULA DE ALEMAN, VER"
8/26/2016,4,16.569500000000001,-101.024,16.199999999999999,"83 km al SUROESTE de TECPAN, GRO"
8/26/2016,4,17.0075,-95.838999999999999,30.600000000000001,"68 km al ESTE de TLACOLULA, OAX"
8/26/2016,4,14.4483,-93.843199999999996,16.100000000000001,"150 km al SUROESTE de MAPASTEPEC, CHIS"
8/27/2016,4.2000000000000002,14.4688,-93.820300000000003,20,"147 km al SUROESTE de MAPASTEPEC, CHIS"
8/27/2016,4.0999999999999996,18.261800000000001,-102.63800000000001,58.700000000000003,"41 km al NOROESTE de LA MIRA, MICH"
8/27/2016,4,15.072699999999999,-94.895700000000005,11.1,"127 km al SUR de SALINA CRUZ, OAX"
8/27/2016,4,16.471499999999999,-93.611699999999999,139.90000000000001,"27 km al SURESTE de CINTALAPA, CHIS"
8/28/2016,4.4000000000000004,15.587199999999999,-95.862300000000005,16.100000000000001,"35 km al SURESTE de CRUCECITA, OAX"
8/28/2016,4.2000000000000002,16.888300000000001,-94.169499999999999,137.80000000000001,"52 km al NOROESTE de CINTALAPA, CHIS"
8/29/2016,4.0999999999999996,25.7043,-99.703800000000001,5,"32 km al NORESTE de CADEREYTA JIMENEZ, NL"
8/29/2016,4,15.717000000000001,-96.334699999999998,41.700000000000003,"14 km al ESTE de S PEDRO POCHUTLA, OAX"
8/30/2016,4.5999999999999996,17.3505,-94.668199999999999,143.19999999999999,"66 km al NORESTE de MATIAS ROMERO, OAX"
8/30/2016,4,17.689299999999999,-101.598,41.899999999999999,"7 km al NOROESTE de ZIHUATANEJO, GRO"
8/31/2016,4.4000000000000004,16.123200000000001,-91.152299999999997,11.4,"91 km al ESTE de LAS MARGARITAS, CHIS"
8/31/2016,4.0999999999999996,14.088800000000001,-93.474999999999994,16.100000000000001,"157 km al SUROESTE de CD HIDALGO, CHIS"
8/31/2016,4,17.536999999999999,-94.641999999999996,146.80000000000001,"48 km al SUR de JALTIPAN DE MORELOS, VER"
9/1/2016,4.2999999999999998,30.923200000000001,-114.26000000000001,10,"56 km al ESTE de SAN FELIPE, BC"
9/1/2016,4.2999999999999998,16.125,-95.852199999999996,60.600000000000001,"50 km al NORESTE de CRUCECITA, OAX"
9/1/2016,4.2000000000000002,30.456700000000001,-114.187,10,"89 km al SURESTE de SAN FELIPE, BC"
9/1/2016,4.2000000000000002,30.484500000000001,-114.196,16.300000000000001,"86 km al SURESTE de SAN FELIPE, BC"
9/1/2016,4.0999999999999996,30.390000000000001,-114.20099999999999,10,"93 km al SURESTE de SAN FELIPE, BC"
9/1/2016,4.0999999999999996,16.158999999999999,-99.248999999999995,15.800000000000001,"72 km al SUR de SAN MARCOS, GRO"
9/1/2016,4.0999999999999996,27.992000000000001,-112.131,10,"74 km al NORTE de SANTA ROSALIA, BCS"
9/1/2016,4,30.494800000000001,-114.20099999999999,15,"85 km al SURESTE de SAN FELIPE, BC"
9/1/2016,4,30.413,-114.313,10,"84 km al SURESTE de SAN FELIPE, BC"
9/1/2016,4,30.498999999999999,-114.19199999999999,15,"85 km al SURESTE de SAN FELIPE, BC"
9/1/2016,4,16.8963,-99.757300000000001,16.399999999999999,"15 km al ESTE de ACAPULCO, GRO"
9/2/2016,4.5999999999999996,16.684999999999999,-96.394199999999998,63.200000000000003,"31 km al SURESTE de TLACOLULA, OAX"
9/2/2016,4.2999999999999998,16.0077,-95.9358,52.100000000000001,"34 km al NORESTE de CRUCECITA, OAX"
9/2/2016,4.2000000000000002,16.689699999999998,-96.406000000000006,68.099999999999994,"30 km al SUR de TLACOLULA, OAX"
9/2/2016,4,14.6525,-93.132000000000005,5,"90 km al SUROESTE de HUIXTLA, CHIS"
9/2/2016,4,16.8308,-98.834800000000001,13.699999999999999,"49 km al NOROESTE de OMETEPEC, GRO"
9/3/2016,4,16.200800000000001,-94.239199999999997,95.200000000000003,"37 km al OESTE de ARRIAGA , CHIS"
9/3/2016,4,14.8287,-92.695700000000002,82.200000000000003,"42 km al SUROESTE de HUIXTLA, CHIS"
9/4/2016,4,15.491300000000001,-94.749799999999993,16.699999999999999,"90 km al SURESTE de SALINA CRUZ, OAX"
9/5/2016,4.0999999999999996,14.494199999999999,-94.482799999999997,16.100000000000001,"190 km al SUROESTE de PIJIJIAPAN, CHIS"
9/5/2016,4.0999999999999996,14.519500000000001,-94.173500000000004,13.800000000000001,"165 km al SUROESTE de PIJIJIAPAN, CHIS"
9/5/2016,4.0999999999999996,17.2455,-94.543000000000006,136.69999999999999,"67 km al NORESTE de MATIAS ROMERO, OAX"
9/5/2016,4,19.818999999999999,-109.12,10,"350 km al SUR de CABO SAN LUCAS, BCS"
9/5/2016,4,19.690000000000001,-109.349,10,"359 km al SUR de CABO SAN LUCAS, BCS"
9/6/2016,4,16.088699999999999,-98.367000000000004,10,"44 km al SUROESTE de PINOTEPA NACIONAL, OAX"
9/6/2016,4,15.7098,-95.499799999999993,51.700000000000003,"62 km al SUROESTE de SALINA CRUZ, OAX"
9/7/2016,4.0999999999999996,16.430700000000002,-95.453500000000005,10.5,"26 km al NOROESTE de TEHUANTEPEC, OAX"
9/7/2016,4.0999999999999996,15.418799999999999,-96.405799999999999,5,"37 km al SUR de S PEDRO POCHUTLA, OAX"
9/7/2016,4,16.4682,-95.487799999999993,6.7999999999999998,"31 km al NOROESTE de TEHUANTEPEC, OAX"
9/7/2016,4,14.1813,-92.301500000000004,70.599999999999994,"57 km al SUROESTE de CD HIDALGO, CHIS"
9/7/2016,4,21.517700000000001,-106.401,10,"123 km al SUROESTE de TUXPAN, NAY"
9/8/2016,4.2999999999999998,17.8278,-95.208799999999997,122.40000000000001,"27 km al OESTE de SAYULA DE ALEMAN, VER"
9/9/2016,4,14.688499999999999,-92.616799999999998,76.599999999999994,"45 km al SUROESTE de TAPACHULA, CHIS"
9/10/2016,4.2000000000000002,15.7875,-96.264200000000002,46.399999999999999,"14 km al OESTE de CRUCECITA, OAX"
9/10/2016,4.0999999999999996,15.478199999999999,-93.688999999999993,79.299999999999997,"56 km al SUROESTE de PIJIJIAPAN, CHIS"
9/10/2016,4.0999999999999996,14.2277,-93.980699999999999,15,"178 km al SUROESTE de MAPASTEPEC, CHIS"
9/10/2016,4,15.9565,-95.938299999999998,54.799999999999997,"30 km al NORESTE de CRUCECITA, OAX"
9/10/2016,4,17.3552,-94.462999999999994,149.19999999999999,"71 km al SUR de MINATITLAN, VER"
9/11/2016,4.2000000000000002,15.507,-94.754999999999995,19.800000000000001,"88 km al SURESTE de SALINA CRUZ, OAX"
9/11/2016,4.2000000000000002,28.444800000000001,-107.52,5,"64 km al OESTE de CUAUHTEMOC, CHIH"
9/11/2016,4.2000000000000002,17.2713,-101.652,5,"43 km al SUR de ZIHUATANEJO, GRO"
9/11/2016,4,16.3782,-94.087500000000006,108.90000000000001,"26 km al NOROESTE de ARRIAGA , CHIS"
9/12/2016,4.2000000000000002,19.141999999999999,-107.908,10,"324 km al SUROESTE de PUERTO VALLARTA, JAL"
9/12/2016,4.0999999999999996,17.214500000000001,-98.035300000000007,57.600000000000001,"38 km al OESTE de H TLAXIACO, OAX"
9/13/2016,4.0999999999999996,17.2013,-100.536,33.5,"10 km al ESTE de TECPAN, GRO"
9/13/2016,4,17.023700000000002,-101.59399999999999,15.199999999999999,"66 km al SUROESTE de PETATLAN, GRO"
9/14/2016,4.0999999999999996,14.7598,-92.782200000000003,65.299999999999997,"54 km al SUROESTE de HUIXTLA, CHIS"
9/15/2016,5.2999999999999998,17.1142,-94.979799999999997,52,"28 km al NORTE de MATIAS ROMERO, OAX"
9/15/2016,4.5999999999999996,15.2622,-91.994500000000002,180.90000000000001,"29 km al SURESTE de MOTOZINTLA, CHIS"
9/15/2016,4.0999999999999996,16.752300000000002,-93.981800000000007,148.80000000000001,"28 km al OESTE de CINTALAPA, CHIS"
9/15/2016,4,16.1127,-92.816999999999993,230.90000000000001,"37 km al SUROESTE de VENUSTIANO CARRANZA, CHIS"
9/16/2016,4.0999999999999996,17.1068,-94.997699999999995,50.399999999999999,"26 km al NORTE de MATIAS ROMERO, OAX"
9/16/2016,4,16.3918,-98.212699999999998,12.199999999999999,"18 km al NOROESTE de PINOTEPA NACIONAL, OAX"
9/17/2016,4.0999999999999996,15.4598,-94.7453,16.100000000000001,"93 km al SURESTE de SALINA CRUZ, OAX"
9/17/2016,4,15.444000000000001,-93.284700000000001,88.099999999999994,"28 km al SUROESTE de PIJIJIAPAN, CHIS"
9/17/2016,4,15.7187,-92.753299999999996,161,"34 km al NORESTE de MAPASTEPEC, CHIS"
9/18/2016,4.2000000000000002,25.1678,-100.517,5,"47 km al SUROESTE de SANTIAGO, NL"
9/18/2016,4.0999999999999996,17.264500000000002,-97.380499999999998,64.299999999999997,"32 km al ESTE de H TLAXIACO, OAX"
9/19/2016,4.2000000000000002,15.1783,-95.069699999999997,20.800000000000001,"112 km al SUR de SALINA CRUZ, OAX"
9/19/2016,4.0999999999999996,16.0793,-97.474000000000004,7.7000000000000002,"9 km al NOROESTE de RIO GRANDE, OAX"
9/19/2016,4,15.141500000000001,-95.052999999999997,20,"116 km al SUR de SALINA CRUZ, OAX"
9/20/2016,4.0999999999999996,16.153199999999998,-97.149799999999999,36.700000000000003,"33 km al NOROESTE de PUERTO ESCONDIDO, OAX"
9/21/2016,4.2000000000000002,16.515999999999998,-94.437299999999993,103,"42 km al ESTE de UNION HIDALGO, OAX"
9/22/2016,4.9000000000000004,17.977,-98.494,55.299999999999997,"37 km al SURESTE de CHIAUTLA DE TAPIA, PUE"
9/22/2016,4.4000000000000004,28.4863,-107.67400000000001,10,"80 km al OESTE de CUAUHTEMOC, CHIH"
9/22/2016,4.0999999999999996,15.485300000000001,-94.689700000000002,20,"94 km al SURESTE de SALINA CRUZ, OAX"
9/22/2016,4.0999999999999996,25.546700000000001,-104.977,15,"71 km al NORESTE de SGO PAPASQUIARO, DGO"
9/22/2016,4,15.5922,-96.6892,9.3000000000000007,"29 km al SUROESTE de S PEDRO POCHUTLA, OAX"
9/22/2016,4,16.006,-94.764200000000002,58.100000000000001,"50 km al SURESTE de SALINA CRUZ, OAX"
9/23/2016,4.2999999999999998,24.854800000000001,-109.30500000000001,16,"109 km al SUROESTE de LOS MOCHIS, SIN"
9/23/2016,4.2000000000000002,16.732800000000001,-99.453800000000001,5.7000000000000002,"10 km al SUROESTE de SAN MARCOS, GRO"
9/23/2016,4.2000000000000002,16.637699999999999,-99.447000000000003,15,"18 km al SUROESTE de SAN MARCOS, GRO"
9/23/2016,4.2000000000000002,16.888999999999999,-94.849199999999996,114.2,"21 km al ESTE de MATIAS ROMERO, OAX"
9/23/2016,4.0999999999999996,14.929500000000001,-94.498199999999997,16,"151 km al SUROESTE de TONALA, CHIS"
9/23/2016,4,28.489999999999998,-107.67,10,"79 km al OESTE de CUAUHTEMOC, CHIH"
9/23/2016,4,16.773499999999999,-94.284999999999997,134,"61 km al OESTE de CINTALAPA, CHIS"
9/24/2016,4,26.597999999999999,-110.545,15.6,"91 km al SUROESTE de VILLA JUAREZ, SON"
9/25/2016,4.2999999999999998,16.773299999999999,-94.252200000000002,119.59999999999999,"57 km al OESTE de CINTALAPA, CHIS"
9/25/2016,4.2000000000000002,19.497199999999999,-108.869,10,"391 km al SURESTE de CABO SAN LUCAS, BCS"
9/25/2016,4.0999999999999996,14.569000000000001,-92.589299999999994,65.099999999999994,"49 km al OESTE de CD HIDALGO, CHIS"
9/25/2016,4,15.648199999999999,-94.443799999999996,46.799999999999997,"87 km al SUROESTE de ARRIAGA , CHIS"
9/26/2016,4.2999999999999998,16.037700000000001,-94.655000000000001,65.799999999999997,"52 km al SURESTE de UNION HIDALGO, OAX"
9/26/2016,4.0999999999999996,14.427,-91.980000000000004,74.900000000000006,"33 km al SURESTE de CD HIDALGO, CHIS"
9/26/2016,4,15.162699999999999,-92.871200000000002,98,"31 km al SUR de MAPASTEPEC, CHIS"
9/27/2016,4.5,17.342500000000001,-95.386499999999998,106.5,"64 km al NOROESTE de MATIAS ROMERO, OAX"
9/27/2016,4.2000000000000002,15.259499999999999,-92.854200000000006,120.2,"21 km al SUR de MAPASTEPEC, CHIS"
9/27/2016,4.0999999999999996,16.021000000000001,-92.814999999999998,194.5,"44 km al SUROESTE de VENUSTIANO CARRANZA, CHIS"
9/27/2016,4.0999999999999996,17.304200000000002,-100.598,35.200000000000003,"10 km al NORESTE de TECPAN, GRO"
9/27/2016,4,16.157499999999999,-97.5518,5.2999999999999998,"21 km al NOROESTE de RIO GRANDE, OAX"
9/28/2016,4.0999999999999996,27.925799999999999,-112.01900000000001,5,"69 km al NORESTE de SANTA ROSALIA, BCS"
9/28/2016,4.0999999999999996,15.371700000000001,-94.794700000000006,13.1,"99 km al SURESTE de SALINA CRUZ, OAX"
9/28/2016,4,28.357199999999999,-107.343,5,"47 km al OESTE de CUAUHTEMOC, CHIH"
9/29/2016,4.9000000000000004,15.912800000000001,-98.690299999999993,16.100000000000001,"83 km al SUROESTE de PINOTEPA NACIONAL, OAX"
9/29/2016,4.4000000000000004,15.9725,-98.695700000000002,16.600000000000001,"80 km al SUROESTE de PINOTEPA NACIONAL, OAX"
9/29/2016,4.0999999999999996,15.212300000000001,-93.640699999999995,61.799999999999997,"70 km al SUROESTE de PIJIJIAPAN, CHIS"
9/30/2016,4.7000000000000002,15.0665,-92.735799999999998,86.900000000000006,"30 km al SUROESTE de HUIXTLA, CHIS"
9/30/2016,4.7000000000000002,14.2342,-93.335999999999999,7.7999999999999998,"137 km al SUROESTE de CD HIDALGO, CHIS"
9/30/2016,4.2000000000000002,26.069800000000001,-105.831,5,"97 km al SUR de HIDALGO DEL PARRAL, CHIH"
9/30/2016,4.0999999999999996,16.996700000000001,-96.328199999999995,67.299999999999997,"16 km al NORESTE de TLACOLULA, OAX"
9/30/2016,4.0999999999999996,16.553000000000001,-95.580500000000001,9,"44 km al NOROESTE de TEHUANTEPEC, OAX"
9/30/2016,4.0999999999999996,16.461300000000001,-95.459999999999994,8,"28 km al NOROESTE de TEHUANTEPEC, OAX"
9/30/2016,4.0999999999999996,15.536,-93.433700000000002,96.900000000000006,"29 km al SUROESTE de PIJIJIAPAN, CHIS"
9/30/2016,4,14.216699999999999,-93.352500000000006,10.1,"139 km al SUROESTE de CD HIDALGO, CHIS"
9/30/2016,4,14.159700000000001,-93.1922,5,"126 km al SUROESTE de CD HIDALGO, CHIS"
10/1/2016,4.4000000000000004,16.922999999999998,-94.942499999999995,119.40000000000001,"12 km al NORESTE de MATIAS ROMERO, OAX"
10/1/2016,4.2000000000000002,14.5693,-92.116799999999998,84.299999999999997,"13 km al SURESTE de CD HIDALGO, CHIS"
10/1/2016,4,15.928699999999999,-98.695999999999998,16.699999999999999,"83 km al SUROESTE de PINOTEPA NACIONAL, OAX"
10/2/2016,4.2000000000000002,16.182500000000001,-98.091200000000001,4.2999999999999998,"18 km al SUR de PINOTEPA NACIONAL, OAX"
10/2/2016,4,15.100199999999999,-94.397999999999996,16.100000000000001,"129 km al SUROESTE de TONALA, CHIS"
10/2/2016,4,15.939500000000001,-98.725700000000003,16.100000000000001,"85 km al SUROESTE de PINOTEPA NACIONAL, OAX"
10/3/2016,4.2000000000000002,16.800699999999999,-94.392200000000003,71.400000000000006,"59 km al NORESTE de UNION HIDALGO, OAX"
10/3/2016,4.0999999999999996,17.528199999999998,-94.460300000000004,167.80000000000001,"52 km al SUR de MINATITLAN, VER"
10/3/2016,4.0999999999999996,15.843500000000001,-98.139300000000006,13.5,"56 km al SUR de PINOTEPA NACIONAL, OAX"
10/3/2016,4.0999999999999996,16.847200000000001,-90.775999999999996,20,"98 km al SURESTE de TENOSIQUE, TAB"
10/3/2016,4.0999999999999996,15.7995,-92.533000000000001,192.80000000000001,"45 km al NOROESTE de FRONTERA COMALAPA, CHIS"
10/3/2016,4,16.479500000000002,-100.45699999999999,16,"70 km al SUROESTE de COYUCA DE BENITEZ, GRO"
10/4/2016,4.0999999999999996,16.247,-98.036500000000004,10.6,"11 km al SUR de PINOTEPA NACIONAL, OAX"
10/4/2016,4.0999999999999996,15.5402,-96.813199999999995,6.2000000000000002,"44 km al SUROESTE de S PEDRO POCHUTLA, OAX"
10/4/2016,4,16.970800000000001,-99.906800000000004,27.699999999999999,"11 km al NORTE de ACAPULCO, GRO"
10/4/2016,4,16.8355,-94.360699999999994,128.09999999999999,"64 km al NORESTE de UNION HIDALGO, OAX"
10/5/2016,4.4000000000000004,18.1038,-101.94799999999999,37.899999999999999,"30 km al NORESTE de LAS GUACAMAYAS, MICH"
10/5/2016,4.4000000000000004,15.493499999999999,-92.329800000000006,174.40000000000001,"17 km al NOROESTE de MOTOZINTLA, CHIS"
10/5/2016,4.2000000000000002,15.412699999999999,-96.789500000000004,15,"51 km al SUROESTE de S PEDRO POCHUTLA, OAX"
10/5/2016,4,13.6332,-93.072000000000003,42.5,"152 km al SUROESTE de CD HIDALGO, CHIS"
10/5/2016,4,14.3423,-93.176299999999998,21.300000000000001,"116 km al SUROESTE de CD HIDALGO, CHIS"
10/5/2016,4,15.766,-93.346800000000002,98.400000000000006,"17 km al NOROESTE de PIJIJIAPAN, CHIS"
10/5/2016,4,14.6737,-92.214799999999997,82.400000000000006,"7 km al OESTE de CD HIDALGO, CHIS"
10/6/2016,4,17.0167,-95.546300000000002,102.3,"56 km al NOROESTE de MATIAS ROMERO, OAX"
10/6/2016,4,30.7502,-114.117,10,"75 km al SURESTE de SAN FELIPE, BC"
10/7/2016,4.7999999999999998,14.1432,-94.001000000000005,16.100000000000001,"187 km al SUROESTE de MAPASTEPEC, CHIS"
10/7/2016,4.0999999999999996,15.9938,-98.884,16.100000000000001,"92 km al SUROESTE de OMETEPEC, GRO"
10/7/2016,4.0999999999999996,15.972300000000001,-95.348500000000001,53.200000000000003,"28 km al SUROESTE de SALINA CRUZ, OAX"
10/8/2016,4.4000000000000004,17.307500000000001,-94.075999999999993,182.59999999999999,"67 km al SUR de LAS CHOAPAS, VER"
10/8/2016,4,17.4068,-94.684700000000007,143.59999999999999,"60 km al SURESTE de SAYULA DE ALEMAN, VER"
10/9/2016,4.0999999999999996,16.146699999999999,-95.399199999999993,37,"22 km al OESTE de SALINA CRUZ, OAX"
10/9/2016,4,15.7437,-94.301699999999997,69.099999999999994,"69 km al SUROESTE de ARRIAGA , CHIS"
10/10/2016,4.0999999999999996,19.8428,-105.744,12.699999999999999,"101 km al SUROESTE de PUERTO VALLARTA, JAL"
10/10/2016,4,17.087,-94.9863,10,"24 km al NORTE de MATIAS ROMERO, OAX"
